interval,hour,minute,second,acX,acY,acX,gyX,gyY,gyZ,denoisedAcX,denoisedAcY,denoisedAcZ
5,16,30,39,1864,-5792,10768,514,1280,4224,-20,-32,148
5,16,30,39,1864,-5728,10800,518,1284,4224,-20,32,180
5,16,30,39,1832,-5728,10496,518,1281,4224,-52,32,-124
5,16,30,39,1856,-5728,10544,516,1281,4224,-28,32,-76
5,16,30,39,1896,-5696,10784,518,1280,4224,12,64,164
5,16,30,39,1864,-5760,10784,514,1297,4224,-20,0,164
5,16,30,39,1920,-5688,10496,516,1300,4224,36,72,-124
5,16,30,39,1800,-5760,10768,514,1296,4224,-84,0,148
5,16,30,39,1920,-6104,10784,518,1281,4224,36,-344,164
5,16,30,39,1984,-5696,10512,516,1281,4224,100,64,-108
5,16,30,39,1888,-5688,10752,514,1284,4224,4,72,132
5,16,30,39,1832,-5848,10784,514,1297,4224,-52,-88,164
5,16,30,39,1800,-5720,10768,518,1301,4224,-84,40,148
5,16,30,39,1920,-5696,10784,514,1285,4224,36,64,164
5,16,30,39,1952,-5784,10784,516,1281,4224,68,-24,164
5,16,30,39,1768,-5752,10768,516,1300,4224,-116,8,148
5,16,30,36,1864,-5656,10768,514,1300,4224,-20,104,148
5,16,30,36,1960,-5784,10768,518,1296,4224,76,-24,148
5,16,30,36,1832,-5728,10544,516,1284,4224,-52,32,-76
5,16,30,36,1856,-5784,10752,516,1281,4224,-28,-24,132
5,16,30,36,1928,-5816,10528,512,1284,4224,44,-56,-92
5,16,30,36,1896,-5792,10772,518,1296,4224,12,-32,152
5,16,30,36,1896,-5728,10772,518,1296,4224,12,32,152
5,16,30,36,1864,-5824,10772,516,1281,4224,-20,-64,152
5,16,30,36,1800,-5696,10804,512,1296,4224,-84,64,184
5,16,30,36,1896,-5752,10784,514,1296,4224,12,8,164
5,16,30,36,1864,-5856,10496,518,1281,4224,-20,-96,-124
5,16,30,36,1856,-5824,10544,512,1297,4224,-28,-64,-76
5,16,30,36,1888,-5664,10532,516,1296,4224,4,96,-88
5,16,30,36,1832,-5824,10516,518,1297,4224,-52,-64,-104
5,16,30,36,1984,-5752,10772,518,1296,4224,100,8,152
5,16,30,36,1952,-5784,10772,512,1285,4224,68,-24,152
5,16,30,36,1984,-5696,10756,512,1296,4224,100,64,136
5,16,30,36,1984,-5656,10276,514,1300,4224,100,104,-344
5,16,30,36,1920,-5688,10532,512,1297,4224,36,72,-88
5,16,30,36,1888,-5696,10800,512,1297,4224,4,64,180
5,16,30,36,1864,-5752,10784,512,1301,4224,-20,8,164
5,16,30,36,1736,-5696,10544,518,1281,4224,-148,64,-76
5,16,30,37,1864,-5728,10768,516,1296,4224,-20,32,148
5,16,30,37,1792,-5720,10772,518,1285,4224,-92,40,152
5,16,30,37,1856,-5760,10516,516,1300,4224,-28,0,-104
5,16,30,37,1928,-5760,10548,514,1301,4224,44,0,-72
5,16,30,37,1856,-5792,10532,512,1296,4224,-28,-32,-88
5,16,30,37,1824,-5656,10752,512,1301,4224,-60,104,132
5,16,30,37,1824,-5656,10784,518,1280,4224,-60,104,164
5,16,30,37,1824,-5760,10788,518,1300,4224,-60,0,168
5,16,30,37,1928,-5760,10548,518,1301,4224,44,0,-72
5,16,30,37,1896,-5792,10788,514,1297,4224,12,-32,168
5,16,30,37,1952,-5696,10756,514,1300,4224,68,64,136
5,16,30,37,1888,-5720,10772,516,1301,4224,4,40,152
5,16,30,37,1856,-5728,10772,516,1297,4224,-28,32,152
5,16,30,37,1896,-5760,10772,512,1280,4224,12,0,152
5,16,30,37,1864,-5696,10532,518,1301,4224,-20,64,-88
5,16,30,37,1824,-5760,10788,512,1297,4224,-60,0,168
5,16,30,37,1888,-5792,10756,514,1297,4224,4,-32,136
5,16,30,37,1920,-5728,10496,514,1300,4224,36,32,-124
5,16,30,37,2016,-5784,10804,512,1284,4224,132,-24,184
5,16,30,37,1960,-5752,10772,512,1281,4224,76,8,152
5,16,30,37,1832,-5816,10768,512,1281,4224,-52,-56,148
5,16,30,37,1960,-5760,10528,512,1285,4224,76,0,-92
5,16,30,37,1792,-5784,10548,516,1285,4224,-92,-24,-72
5,16,30,38,1928,-5792,10532,518,1296,4224,44,-32,-88
5,16,30,38,1952,-5784,11012,514,1281,4224,68,-24,392
5,16,30,38,1952,-5720,10784,516,1285,4224,68,40,164
5,16,30,38,1864,-5824,10756,512,1301,4224,-20,-64,136
5,16,30,38,1896,-5760,10544,516,1300,0,12,0,-76
5,16,30,38,1832,-5784,10788,512,1297,4224,-52,-24,168
5,16,30,38,1928,-5664,10788,514,1296,4224,44,96,168
5,16,30,38,1864,-6144,10756,514,1284,4224,-20,-384,136
5,16,30,38,1832,-5664,10516,516,1301,4224,-52,96,-104
